Event Time (UTC),GPS Time (UTC),Horizontal Accuracy,Latitude,Longitude,Speed (GPS),City,Cellular Carrier,Carrier MCC,Carrier MNC,Google Play Services Status,Device ID,IP Address,Device Language,Device Model,Device OS,Device OS Version,Region,Session Start Time (UTC),Analytics Event Type
2023-09-28 16:41:02.253,2023-09-28 16:41:01.320,26.435,-23.54437,-46.59261,3.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,lifecycle
2023-09-28 16:41:00.015,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:41:00.003,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:59.992,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:59.691,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:59.691,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:59.689,2023-09-28 16:40:58.584,47.51,-23.54422,-46.59244,5.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:58.740,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,lifecycle
2023-09-28 16:40:58.477,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:51.158,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:51.150,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:21.061,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:21.039,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:17.788,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:13.678,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:13.659,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:13.658,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:05.634,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:40:05.631,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:02.631,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:40:02.631,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:54.607,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:54.604,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:51.604,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:51.603,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:51.089,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:51.066,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:51.043,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:43.578,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:43.576,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:40.570,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:40.569,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:32.552,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:32.550,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:29.540,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:29.539,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:24.477,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:24.450,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.849,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.686,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.669,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.668,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.637,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.607,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.590,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.570,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.523,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.384,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.327,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.280,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.280,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.279,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.279,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.271,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.265,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.263,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.263,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.244,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.238,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.230,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.222,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:21.213,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.195,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.194,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.190,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.102,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.101,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:21.080,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.999,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.998,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.992,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.983,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.892,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.888,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.865,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.863,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.863,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.862,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.862,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.849,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.802,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.772,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.727,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.721,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.717,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.680,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.679,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.654,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.587,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.581,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.580,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.579,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.578,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
2023-09-28 16:39:20.553,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,custom
2023-09-28 16:39:20.466,2023-09-28 16:38:55.305,7.861,-23.54334,-46.58917,0.0,sao_paulo,Claro BR,724,05,success,04638fde-d6aa-4fe8-b1de-3fa8850ba239,100.70.87.93,pt,Redmi Note 7,android,10,pt_BR,2023-09-28 16:31:29.808,impression
