City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Sao Paulo,UberX,COMPLETED,2021-03-20 11:57:44 +0000 UTC,2021-03-20 12:01:07 +0000 UTC,-23.526552,-46.55124,"R. Frei Germano, 83 - Penha de França, São Paulo - SP, 03604-030, Brasil",2021-03-20 12:25:26 +0000 UTC,-23.56732,-46.504578,"Av. Aricanduva, 5555 - Vila California, São Paulo - SP, 03527-906, Brasil",6.80,18.94,BRL
Sao Paulo,UberX,COMPLETED,2021-03-16 18:50:16 +0000 UTC,2021-03-16 18:52:36 +0000 UTC,-23.497185,-46.41435,"R. do Pombo Correio, 322 - Jardim dos Ipes, São Paulo - SP, 08160-142, Brasil",2021-03-16 19:00:32 +0000 UTC,-23.513208,-46.426792,"Av. Nordestina, 4004b - Vila Nova Curuca, São Paulo - SP, 08032-000, Brasil",1.98,7.92,BRL
Sao Paulo,UberX,COMPLETED,2021-03-12 13:55:13 +0000 UTC,2021-03-12 14:02:35 +0000 UTC,-23.56737,-46.50453,"Av. Aricanduva, 5555 - Vila California, São Paulo - SP, 03527-906, Brasil",2021-03-12 14:22:23 +0000 UTC,-23.526613,-46.551147,"Rua Frei Germano, 74 - Penha - São Paulo - SP, 03604-030",4.78,16.94,BRL
Sao Paulo,UberX,COMPLETED,2021-03-12 12:56:07 +0000 UTC,2021-03-12 12:59:59 +0000 UTC,-23.526625,-46.55118,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2021-03-12 13:40:23 +0000 UTC,-23.567432,-46.504513,"Unnamed Road - Jardim Marília, São Paulo - SP, 03456, Brasil",7.00,24.02,BRL
Brasilia,UberX Promo,COMPLETED,2021-03-11 16:07:51 +0000 UTC,2021-03-11 16:11:21 +0000 UTC,-15.831928,-48.03374,"Alameda das Acácias, 2 - Águas Claras, Brasília - DF, 71920-540, Brasil",2021-03-11 16:47:49 +0000 UTC,-15.848153,-48.114685,"St. P Qnp 20 Conjunto K, 46 - Ceilândia, Brasília - DF, 72233-011, Brasil",6.28,13.74,BRL
Sao Paulo,UberX,COMPLETED,2021-02-19 13:30:19 +0000 UTC,2021-02-19 13:33:29 +0000 UTC,-23.567396,-46.503944,"Unnamed Road - Jardim Marília, São Paulo - SP, 03456, Brasil",2021-02-19 13:53:51 +0000 UTC,-23.526493,-46.55135,"R. Frei Germano, 100 - Penha de França, São Paulo - SP, 03604-030, Brasil",5.14,16.71,BRL
Sao Paulo,UberX,COMPLETED,2021-02-19 11:30:19 +0000 UTC,2021-02-19 11:37:19 +0000 UTC,-23.526573,-46.551197,"Rua Frei Germano, 74 - Penha - São Paulo - SP, 03604-030",2021-02-19 11:59:05 +0000 UTC,-23.567307,-46.504547,"Unnamed Road - Jardim Marília, São Paulo - SP, 03456, Brasil",6.41,1.94,BRL
Brasilia,UberX,COMPLETED,2021-01-30 19:05:47 +0000 UTC,2021-01-30 19:08:04 +0000 UTC,-15.848148,-48.114666,"St. P Qnp 20 Conjunto K, 46 - Ceilândia, Brasília - DF, 72233-011, Brasil",2021-01-30 19:24:44 +0000 UTC,-15.836966,-48.04086,"R. 37 Sul, 19 - Águas Claras, Brasília - DF, 71929-540, Brasil",6.59,14.08,BRL
Sao Paulo,UberX,COMPLETED,2021-01-04 19:45:13 +0000 UTC,2021-01-04 19:47:06 +0000 UTC,-23.564144,-46.50433,"Av. Principal, 668 - Jardim Marília, São Paulo - SP, 04946-000, Brasil",2021-01-04 20:00:41 +0000 UTC,-23.526564,-46.551167,"R. Frei Germano, 76 - Penha de França, São Paulo - SP, 03604-030, Brasil",4.47,0,BRL
Sao Paulo,UberX,COMPLETED,2020-12-10 14:31:36 +0000 UTC,2020-12-10 14:36:31 +0000 UTC,-23.630651,-46.463417,"Rua Euvaldo Loureiro Villaboim, 80 - São Rafael, São Paulo - SP, 08310-170, Brasil",2020-12-10 15:06:57 +0000 UTC,-23.595762,-46.52547,"Av. Vila Ema, 6009 - Vila Ema, São Paulo - SP, 03281-001, Brasil",5.76,23.48,BRL
Sao Paulo,UberX,COMPLETED,2020-12-06 01:28:11 +0000 UTC,2020-12-06 01:41:56 +0000 UTC,-23.630592,-46.463383,"Rua Euvaldo Loureiro Villaboim, 79 - São Rafael, São Paulo - SP, 08310-170, Brasil",2020-12-06 02:14:34 +0000 UTC,-23.526556,-46.551193,"Rua Frei Germano, 74 - Penha - São Paulo - SP, 03604-030",10.85,22.4,BRL
Sao Paulo,UberX,COMPLETED,2020-11-01 15:23:58 +0000 UTC,2020-11-01 15:30:15 +0000 UTC,-23.526712,-46.551235,"R. Ambrósio Veloso, 33 - Penha de França, São Paulo - SP, 03603-050, Brasil",2020-11-01 15:37:53 +0000 UTC,-23.511873,-46.553864,"Av. Condessa Elizabeth de Robiano, 5782 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",1.74,8.58,BRL
Sao Paulo,UberX,COMPLETED,2020-08-11 00:04:53 +0000 UTC,2020-08-11 00:09:26 +0000 UTC,-23.5265932,-46.5512121,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2020-08-11 00:55:30 +0000 UTC,-23.6754486,-46.6585942,"R. O Estado de São Paulo, 350 - Americanópolis, São Paulo - SP, 04429-000, Brasil",16.88,32.72,BRL
Sao Paulo,UberX,COMPLETED,2020-08-08 21:23:52 +0000 UTC,2020-08-08 21:35:28 +0000 UTC,-23.52659334563256,-46.55119163186791,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2020-08-08 21:55:31 +0000 UTC,-23.55193500026989,-46.61409166668012,"R. Dr. Freire, 42 - Brás, São Paulo - SP, 03101-020, Brasil",5.35,20.01,BRL
Sao Paulo,UberX,COMPLETED,2020-08-03 20:39:23 +0000 UTC,2020-08-03 20:44:44 +0000 UTC,-23.50357763386728,-46.35223321350065,"R. Tibagi, 263 - Vila Ursulina, Itaquaquecetuba - SP, 08574-290, Brasil",2020-08-03 21:16:32 +0000 UTC,-23.5131097653909,-46.4266224839111,"Av. Nordestina, 3674 - Jardim Santo Antonio, São Paulo - SP, 08032-000, Brasil",6.62,16.19,BRL
Sao Paulo,VIP,COMPLETED,2020-07-31 14:38:43 +0000 UTC,2020-07-31 14:40:54 +0000 UTC,-23.5266263,-46.5511648,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2020-07-31 14:53:20 +0000 UTC,-23.5132513,-46.5548266,"Av. Condessa Elizabeth de Robiano, 5500 - Jardim Jau (Zona Leste), São Paulo - SP, 03707-015, Brasil",1.69,7.2,BRL
Sao Paulo,Comfort,COMPLETED,2020-07-19 00:25:39 +0000 UTC,2020-07-19 00:33:49 +0000 UTC,-23.5134298,-46.4269467,"Rua Árvore da Cera, 141 - Jardim Santo Antonio, São Paulo - SP, 08032-270, Brasil",2020-07-19 01:03:00 +0000 UTC,-23.5265749,-46.5511449,"R. Frei Germano, 76 - Penha de França, São Paulo - SP, 03604-030, Brasil",13.86,23.43,BRL
Sao Paulo,UberX,COMPLETED,2020-07-01 17:55:56 +0000 UTC,2020-07-01 18:00:37 +0000 UTC,-23.5266117,-46.5511817,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2020-07-01 18:09:45 +0000 UTC,-23.5117277,-46.5540382,"Av. Condessa Elizabeth de Robiano, 5782 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",2.18,7.23,BRL
Sao Paulo,UberX,COMPLETED,2020-06-14 01:05:04 +0000 UTC,2020-06-14 01:11:16 +0000 UTC,-23.6305934,-46.463437,"Rua Euvaldo Loureiro Villaboim, 79 - São Rafael, São Paulo - SP, 08310-170, Brasil",2020-06-14 01:42:33 +0000 UTC,-23.5265299,-46.5513466,"R. Frei Germano, 92 - Penha de França, São Paulo - SP, 03604-030, Brasil",11.13,14.89,BRL
Sao Paulo,UberX,COMPLETED,2020-05-19 00:23:43 +0000 UTC,2020-05-19 00:36:03 +0000 UTC,-23.67541,-46.65852,"Rua Cândido José Viana, 336 - Bairro Jardim Prudência - São Paulo - SP, 04405-265",2020-05-19 01:17:14 +0000 UTC,-23.52658,-46.55123,"R. Frei Germano, 76 - Penha de França, São Paulo - SP, 03604-030, Brasil",17.15,32.03,BRL
Sao Paulo,UberX,COMPLETED,2020-05-07 22:17:32 +0000 UTC,2020-05-07 22:22:45 +0000 UTC,-23.526461,-46.551441,"R. Frei Germano, 124 - Penha de França, São Paulo - SP, 03604-030, Brasil",2020-05-07 22:28:11 +0000 UTC,-23.5331665,-46.5433523,"Av. Conde de Frontin, S/N - Penha de Franca - São Paulo - SP, 03644-070",1.06,7.84,BRL
Sao Paulo,UberX,COMPLETED,2020-04-08 13:33:30 +0000 UTC,2020-04-08 13:37:12 +0000 UTC,-23.5267092,-46.550987,"R. Frei Germano, 60 - Penha de França, São Paulo - SP, 03604-030, Brasil",2020-04-08 13:47:48 +0000 UTC,-23.5117789,-46.55407,"Av. Condessa Elizabeth de Robiano, 5782 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",2.05,10.59,BRL
Sao Paulo,UberX,COMPLETED,2020-02-09 00:55:37 +0000 UTC,2020-02-09 01:02:34 +0000 UTC,-23.6468341,-46.6410037,"Jardim Oriental, São Paulo - SP, 05263-030, Brasil",2020-02-09 01:19:20 +0000 UTC,-23.6734486,-46.6563366,"R. José Eid Maluf, 300 - Cidade Ademar, São Paulo - SP, 04405-140, Brasil",2.93,12.35,BRL
Sao Paulo,UberX,COMPLETED,2020-02-07 00:44:17 +0000 UTC,2020-02-07 00:56:42 +0000 UTC,-23.5948141,-46.6903718,"R. Funchal, 500 - Vila Olímpia, São Paulo - SP, 04551-060, Brasil",2020-02-07 01:39:34 +0000 UTC,-23.7464855,-46.703782,"Rua Giuseppe Piermarini, 451 - Jardim dos Manacas, São Paulo - SP, 04844-190, Brasil",15.01,51.53,BRL
Sao Paulo,UberX,COMPLETED,2020-01-26 00:52:09 +0000 UTC,2020-01-26 01:20:18 +0000 UTC,-23.551813,-46.6139869,"R. Dr. Freire, 38 - Brás, São Paulo - SP, 03101-020, Brasil",2020-01-26 01:41:53 +0000 UTC,-23.526679,-46.5512041,"R. Frei Germano, 83 - Penha de França, São Paulo - SP, 03604-030, Brasil",5.79,0,BRL
Sao Paulo,UberX,COMPLETED,2019-12-25 16:46:14 +0000 UTC,2019-12-25 16:53:26 +0000 UTC,-23.6467869,-46.6410692,"Rua dos jequitibas numero 101 Box 27 sala E - Jardim Oriental, São Paulo - SP, 04321-090, Brasil",2019-12-25 17:10:49 +0000 UTC,-23.6642041,-46.6913328,"Jardim Juá, São Paulo - SP, 04685-000, Brasil",4.01,36.93,BRL
Sao Paulo,UberX,COMPLETED,2019-12-18 12:48:23 +0000 UTC,2019-12-18 12:49:34 +0000 UTC,-23.5301433,-46.5330269,"R. Demini, 421 - Penha de França, São Paulo - SP, 03641-040, Brasil",2019-12-18 13:06:55 +0000 UTC,-23.5303063,-46.5329065,"R. Demini, 421 - Penha de França, São Paulo - SP, 03641-040, Brasil",3.25,17.24,BRL
Sao Paulo,UberX,COMPLETED,2019-12-18 12:32:52 +0000 UTC,2019-12-18 12:35:54 +0000 UTC,-23.5265883,-46.5511717,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-12-18 12:44:35 +0000 UTC,-23.5301371,-46.5330377,"R. Demini, 421 - Penha de França, São Paulo - SP, 03641-040, Brasil",1.59,7.63,BRL
Sao Paulo,UberX,COMPLETED,2019-12-07 20:03:04 +0000 UTC,2019-12-07 20:10:26 +0000 UTC,-23.67013,-46.5352817,"Vila Boa Vista, Santo André - SP, 09751-000, Brasil",2019-12-07 20:33:07 +0000 UTC,-23.7020217,-46.5528917,"R. João Batista de Oliveira Lima, 56 - Centro, São Bernardo do Campo - SP, 09720-060, Brasil",3.09,14.6,BRL
Sao Paulo,UberX,COMPLETED,2019-11-30 19:02:29 +0000 UTC,2019-11-30 19:12:53 +0000 UTC,-23.6754873,-46.6586877,"R. O Estado de São Paulo, 350 - Americanópolis, São Paulo - SP, 04429-000, Brasil",2019-11-30 19:28:40 +0000 UTC,-23.6469457,-46.6409185,"Jardim Oriental, São Paulo - SP, 05263-030, Brasil",3.33,0.38,BRL
Sao Paulo,UberX,COMPLETED,2019-10-14 16:55:29 +0000 UTC,2019-10-14 16:58:50 +0000 UTC,-23.5438598,-46.5895048,"Av. Alcântara Machado, 3800 - Quarta Parada, São Paulo - SP, 03302-000, Brasil",2019-10-14 17:11:58 +0000 UTC,-23.5266458,-46.5511138,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",4.47,0,BRL
Sao Paulo,UberX,COMPLETED,2019-10-06 18:13:30 +0000 UTC,2019-10-06 18:16:55 +0000 UTC,-23.5266046,-46.5511462,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-10-06 18:26:57 +0000 UTC,-23.5118288,-46.5537717,"Av. Condessa Elizabeth de Robiano, 5782 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",2.17,10.73,BRL
Sao Paulo,UberX,COMPLETED,2019-09-26 01:02:17 +0000 UTC,2019-09-26 01:11:56 +0000 UTC,-23.5265705,-46.5511946,"R. Frei Germano, 76 - Penha de França, São Paulo - SP, 03604-030, Brasil",2019-09-26 01:59:14 +0000 UTC,-23.6735428,-46.6561929,"R. Antônio Loti, 12 - Jardim Zaira, São Paulo - SP, 04405-230, Brasil",18.39,35.56,BRL
Sao Paulo,UberX,CANCELED,2019-09-26 00:52:10 +0000 UTC,2019-09-26 01:00:05 +0000 UTC,-23.5214777,-46.5482014,"Rua Henrique de Sousa Queirós, 93 - Penha - São Paulo - SP, 03605-020",1970-01-01 00:00:00 +0000 UTC,-23.5263756,-46.549642,"Pç. Nossa Senhora da Penha, 01 - Penha de França - São Paulo - SP, 03632-010",0.03,0,BRL
Sao Paulo,UberX,COMPLETED,2019-09-22 01:33:44 +0000 UTC,2019-09-22 01:38:35 +0000 UTC,-23.5518327,-46.6140652,"R. Dr. Freire, 38 - Brás, São Paulo - SP, 03101-020, Brasil",2019-09-22 01:57:25 +0000 UTC,-23.5265985,-46.5512116,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",5.76,15.17,BRL
Sao Paulo,UberX,COMPLETED,2019-09-07 18:17:41 +0000 UTC,2019-09-07 18:24:36 +0000 UTC,-23.5318093,-46.6348422,"R. Ribeiro de Lima, 240 - Bom Retiro, São Paulo - SP, 01122-000, Brasil",2019-09-07 18:33:32 +0000 UTC,-23.5214942,-46.6467764,"Bom Retiro, São Paulo - SP, 01131-010, Brasil",1.65,7,BRL
Sao Paulo,Bag,CANCELED,2019-09-07 16:52:47 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.5219408,-46.5582523,"Pte. Aricanduva, 13 - Tatuapé, São Paulo - SP, 03090-003, Brasil",1970-01-01 00:00:00 +0000 UTC,-23.5200481,-46.5549322,"Avenida Condessa Elisabeth de Robiano, 2000 - São Paulo - SP, 03704-000",0.00,0,BRL
Sao Paulo,UberX,COMPLETED,2019-09-07 14:58:30 +0000 UTC,2019-09-07 15:02:26 +0000 UTC,-23.5267166,-46.5510785,"R. Frei Germano, 157 - Penha de França, São Paulo - SP, 03604-030, Brasil",2019-09-07 15:14:49 +0000 UTC,-23.5120052,-46.5544851,"Av. Condessa Elizabeth de Robiano, 5785 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",2.37,10.4,BRL
Sao Paulo,UberX,COMPLETED,2019-08-24 14:45:56 +0000 UTC,2019-08-24 14:48:53 +0000 UTC,-23.5318051,-46.6351203,"R. Ribeiro de Lima, 224 - Bom Retiro, São Paulo - SP, 01122-000, Brasil",2019-08-24 14:56:27 +0000 UTC,-23.5218138,-46.6474417,"R. Sérgio Tomás, 415 - Bom Retiro, São Paulo - SP, 01131-010, Brasil",1.68,7.03,BRL
Sao Paulo,Bag,COMPLETED,2019-08-13 16:24:39 +0000 UTC,2019-08-13 16:39:44 +0000 UTC,-23.5119653,-46.5544788,"Av. Condessa Elizabeth de Robiano, 5789 - Jardim America da Penha, São Paulo - SP, 03707-015, Brasil",2019-08-13 16:50:28 +0000 UTC,-23.5265509,-46.5513143,"Condomínio Edifício Olga Charif - R. Frei Germano, 95 - Penha de França, São Paulo - SP, 03604-030, Brasil",1.62,14.32,BRL
Sao Paulo,UberX,COMPLETED,2019-08-13 15:15:13 +0000 UTC,2019-08-13 15:19:03 +0000 UTC,-23.5267603,-46.5512156,"R. Ambrósio Veloso, 30 - Penha de França, São Paulo - SP, 03603-050, Brasil",2019-08-13 15:28:13 +0000 UTC,-23.5116859,-46.5542736,"Av. Condessa Elisabeth de Robiano Bloco A, 5500 - Jd. América da Penha - São Paulo - SP, 03704-900",2.11,10.36,BRL
Sao Paulo,UberX,COMPLETED,2019-08-11 19:21:54 +0000 UTC,2019-08-11 19:41:45 +0000 UTC,-23.6945464,-46.6755272,"R. Antônio do Campo, 120 - Pedreira, São Paulo - SP, 04459-000, Brasil",2019-08-11 20:06:40 +0000 UTC,-23.6468561,-46.640959,"Jardim Oriental, São Paulo - SP, 05263-030, Brasil",5.28,0,BRL
Sao Paulo,UberX,COMPLETED,2019-07-07 19:08:10 +0000 UTC,2019-07-07 19:15:04 +0000 UTC,-23.6752383,-46.6579983,"- Vila Marari - São Paulo - SP, 04405",2019-07-07 19:28:40 +0000 UTC,-23.6468361,-46.6409756,"Jardim Oriental, São Paulo - SP, 05263-030, Brasil",2.89,0,BRL
Sao Paulo,UberX,COMPLETED,2019-07-03 17:27:06 +0000 UTC,2019-07-03 17:29:20 +0000 UTC,-23.5266,-46.551185,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-07-03 17:38:37 +0000 UTC,-23.5398556,-46.5761875,"Tatuapé, São Paulo - SP, 03306-015, Brasil",2.32,9.11,BRL
Sao Paulo,UberX,COMPLETED,2019-05-25 23:21:45 +0000 UTC,2019-05-25 23:33:53 +0000 UTC,-23.5518841,-46.6140525,"R. Dr. Freire, 38 - Brás, São Paulo - SP, 03101-020, Brasil",2019-05-25 23:50:41 +0000 UTC,-23.5265446,-46.5513393,"Condomínio Edifício Olga Charif - R. Frei Germano, 95 - Penha de França, São Paulo - SP, 03604-030, Brasil",5.75,19.06,BRL
Sao Paulo,UberX,COMPLETED,2019-05-25 20:31:15 +0000 UTC,2019-05-25 20:35:55 +0000 UTC,-23.5266366,-46.5511768,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-05-25 20:58:05 +0000 UTC,-23.5518057,-46.6140595,"R. Dr. Freire, 38 - Brás, São Paulo - SP, 03101-020, Brasil",5.95,18.17,BRL
Sao Paulo,UberX,COMPLETED,2019-05-23 23:02:53 +0000 UTC,2019-05-23 23:07:17 +0000 UTC,-23.5357754,-46.5427011,"R. Dr. Suzano Brandão, 500 - Vila Aricanduva, São Paulo - SP, 03502-000, Brasil",2019-05-23 23:15:00 +0000 UTC,-23.5265802,-46.5512077,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",1.67,6.9,BRL
Sao Paulo,UberX,COMPLETED,2019-05-23 08:26:10 +0000 UTC,2019-05-23 08:29:10 +0000 UTC,-23.5266054,-46.5511656,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-05-23 08:40:58 +0000 UTC,-23.5357591,-46.5426212,"R. Dr. Suzano Brandão, 520 - Vila Aricanduva, São Paulo - SP, 03502-000, Brasil",3.39,11.04,BRL
Sao Paulo,UberX,CANCELED,2019-05-23 08:17:44 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,-23.53365,-46.54874,"Rua Aracati, 275 - Penha - São Paulo - SP, 03630-900",1970-01-01 00:00:00 +0000 UTC,-23.52325321198331,-46.56637140188018,"Avenida Morvan Dias de Figueiredo, 7035 - Vila Maria - São Paulo - SP, 02180",0.00,0,BRL
Sao Paulo,UberX,COMPLETED,2019-05-20 20:57:49 +0000 UTC,2019-05-20 21:00:37 +0000 UTC,-23.54522,-46.5898534,"Rua Padre Adelino, 415 - São Paulo - SP, 03303-000",2019-05-20 21:19:23 +0000 UTC,-23.5265118,-46.5513473,"R. Frei Germano, 92 - Penha de França, São Paulo - SP, 03604-030, Brasil",4.16,17.36,BRL
Sao Paulo,UberX,COMPLETED,2019-05-20 08:05:39 +0000 UTC,2019-05-20 08:11:10 +0000 UTC,-23.526523,-46.5513141,"R. Frei Germano, 92 - Penha de França, São Paulo - SP, 03604-030, Brasil",2019-05-20 08:25:24 +0000 UTC,-23.5452253,-46.5898216,"R. Padre Adelino, 450 - Belenzinho, São Paulo - SP, 03303-000, Brasil",4.85,13.63,BRL
Sao Paulo,UberX,COMPLETED,2019-05-08 18:02:03 +0000 UTC,2019-05-08 18:04:02 +0000 UTC,-23.5247738,-46.5308443,"R. Jorge Augusto, 259 - Vila Centenario, São Paulo - SP, 03645-000, Brasil",2019-05-08 18:13:47 +0000 UTC,-23.5266214,-46.5511523,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2.46,10.43,BRL
Sao Paulo,UberX,COMPLETED,2019-05-08 17:33:00 +0000 UTC,2019-05-08 17:34:04 +0000 UTC,-23.5265917,-46.5493217,"R. Dr. João Ribeiro, 150 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-05-08 17:41:55 +0000 UTC,-23.5248716,-46.5308232,"R. Jorge Augusto, 275 - Vila Centenario, São Paulo - SP, 03645-000, Brasil",1.52,7.83,BRL
Sao Paulo,UberX,COMPLETED,2019-05-06 08:12:14 +0000 UTC,2019-05-06 08:16:46 +0000 UTC,-23.5265834,-46.5512553,"R. Frei Germano, 83 - Penha de França, São Paulo - SP, 03604-030, Brasil",2019-05-06 08:26:42 +0000 UTC,-23.5403284,-46.5732016,"R. Visc. de Itaboraí, 60 - Vila Azevedo, São Paulo - SP, 03308-050, Brasil",2.79,12.39,BRL
Sao Paulo,UberX,COMPLETED,2019-05-04 21:56:17 +0000 UTC,2019-05-04 21:58:30 +0000 UTC,-23.5408126,-46.5748446,"Vila Azevedo, São Paulo - SP, 03308-020, Brasil",2019-05-04 22:15:51 +0000 UTC,-23.5265534,-46.5511875,"R. Frei Germano, 76 - Penha de França, São Paulo - SP, 03604-030, Brasil",3.15,9.27,BRL
Sao Paulo,UberX,COMPLETED,2019-05-03 21:36:43 +0000 UTC,2019-05-03 21:43:56 +0000 UTC,-23.5266153,-46.5511964,"Praça Nossa Sra. da Penha, 71 - Penha de França, São Paulo - SP, 12929-471, Brasil",2019-05-03 22:00:15 +0000 UTC,-23.5403433,-46.5732573,"R. Visc. de Itaboraí, 60 - Vila Azevedo, São Paulo - SP, 03308-050, Brasil",2.90,8.12,BRL
Sao Paulo,UberX,COMPLETED,2019-03-17 02:13:39 +0000 UTC,2019-03-17 02:19:53 +0000 UTC,-23.5519168,-46.6140843,"R. Dr. Freire, 42 - Brás, São Paulo - SP, 03101-020, Brasil",2019-03-17 02:39:24 +0000 UTC,-23.5265384,-46.5512617,"R. Frei Germano, 83 - Penha de França, São Paulo - SP, 03604-030, Brasil",5.96,21.28,BRL
Sao Paulo,UberX,COMPLETED,2019-02-25 02:21:14 +0000 UTC,2019-02-25 02:26:31 +0000 UTC,-23.5383788,-46.5636377,"Vila Gomes Cardim, São Paulo - SP, 03314-030, Brasil",2019-02-25 02:56:24 +0000 UTC,-23.6330446,-46.4676111,"R. Lourenço Leite Penteado, 515 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",10.52,15.92,BRL
Sao Paulo,UberX,COMPLETED,2019-02-17 20:46:39 +0000 UTC,2019-02-17 20:49:59 +0000 UTC,-23.5981638,-46.6368,"R. Domingos de Morais, 2564 - Vila Mariana, São Paulo - SP, 04036-100, Brasil",2019-02-17 21:08:59 +0000 UTC,-23.5674883,-46.614375,"R. da Independência, 850 - Ipiranga, São Paulo - SP, 01548-000, Brasil",3.56,13.79,BRL
Sao Paulo,UberX,COMPLETED,2019-02-11 12:56:05 +0000 UTC,2019-02-11 12:59:00 +0000 UTC,-23.519933,-46.8342518,"SP-312, 282 - Jardim Pignatary, Carapicuíba - SP, 06310-240, Brasil",2019-02-11 13:06:04 +0000 UTC,-23.5052357,-46.8385394,"Av. Marcos Penteado de Ulhoa Rodrigues, 26a - Tamboré, Barueri - SP, 06460-040, Brasil",1.94,9.85,BRL
Sao Paulo,UberX,COMPLETED,2019-02-03 13:33:55 +0000 UTC,2019-02-03 13:36:51 +0000 UTC,-23.4710707,-46.5303553,"R. Dr. Ramos de Azevedo, 90 - Centro, Guarulhos - SP, 07012-020, Brasil",2019-02-03 13:55:27 +0000 UTC,-23.4799803,-46.6021959,"Vila Gustavo, São Paulo - SP, 02267-000, Brasil",7.36,23.45,BRL
Sao Paulo,UberX,COMPLETED,2019-02-03 01:12:35 +0000 UTC,2019-02-03 01:22:16 +0000 UTC,-23.4461024,-46.563322,"R. Sd. Francisco Gomes de Souza, 39 - Vila Rosalia, Guarulhos - SP, 07073-120, Brasil",2019-02-03 01:39:38 +0000 UTC,-23.471188,-46.530368,"R. Dr. Ramos de Azevedo, 100 - Centro, Guarulhos - SP, 07012-020, Brasil",3.92,14.97,BRL
Sao Paulo,UberX,COMPLETED,2019-02-02 20:09:04 +0000 UTC,2019-02-02 20:10:19 +0000 UTC,-23.48018,-46.6037339,"Av. Dr. Antônio Maria Laet, 138 - Parada Inglesa, São Paulo - SP, 02307, Brasil",2019-02-02 20:38:40 +0000 UTC,-23.4543617,-46.5316086,"Cidade Maia, Guarulhos - SP, 07114-103, Brasil",6.27,27.47,BRL
Sao Paulo,UberX,COMPLETED,2019-02-02 18:31:29 +0000 UTC,2019-02-02 18:35:39 +0000 UTC,-23.6331437,-46.4677149,"R. Lourenço Leite Penteado, 494 - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",2019-02-02 19:12:22 +0000 UTC,-23.5391054,-46.5651162,"R. Apucarana, 60 - Tatuapé, São Paulo - SP, 03311-000, Brasil",11.71,42.7,BRL
Sao Paulo,UberX,COMPLETED,2019-02-01 19:17:50 +0000 UTC,2019-02-01 19:35:30 +0000 UTC,-23.6330981,-46.4678534,"R. Francisco Lôbo, 189 - Parque Sao Rafael, São Paulo - SP, 08311-140, Brasil",2019-02-01 20:23:25 +0000 UTC,-23.5134631,-46.4262318,"270 - Vila Curuçá Velha, São Paulo - SP, 08032-000, Brasil",12.47,44.76,BRL
Sao Paulo,UberX,COMPLETED,2019-01-31 20:44:12 +0000 UTC,2019-01-31 20:46:54 +0000 UTC,-23.5234204,-46.4182338,"Av. Nordestina, 5127 - Parque Guaianazes, São Paulo - SP, 08032-000, Brasil",2019-01-31 21:26:16 +0000 UTC,-23.6330772,-46.4677281,"R. Lourenço Leite Penteado, 494a - Parque Sao Rafael, São Paulo - SP, 08311-170, Brasil",11.58,41.66,BRL
Sao Paulo,UberX,COMPLETED,2019-01-31 15:20:05 +0000 UTC,2019-01-31 15:25:44 +0000 UTC,-23.5041388,-46.4335179,"R. Mohamed Ibrahin Saleh, 462 - Cidade Nova São Miguel, São Paulo - SP, 08042-290, Brasil",2019-01-31 15:33:47 +0000 UTC,-23.523462,-46.4182535,"Av. Nordestina, 5127 - Parque Guaianazes, São Paulo - SP, 08032-000, Brasil",1.98,9.19,BRL
